"ID","Data_paper","Data_paper_ID","Site","Subsite","Latitude","Longitude","LatLonAdjusted","Country","MAT_C","MAP_mm","Biome","Soil_N","Soil_pH","Soil_CEC","Soil_sand_pct","Soil_silt_pct","Soil_clay_pct","Soil_texture_index","Forest_age","Successional_stage","Forest_age_group","Forest_description","Disturbance_note","Dominant_species","Leaf_type","Sampling_interval","Sampling_duration","Sampling_area_ha","Sampling_frequency","Trap_area_m2","N_Traps","Leaf_flux_Mghayr","Repro_flux_Mghayr","R..R.L.","Primary_Reference","Supplementary_References","Site_soil_total_P","Site_soil_N","Site_soil_pH","Site_soil_CEC","Site_soil_sand","Site_soil_clay","Site_soil_silt","Reference_soils","site_soil_data"
577,"Jia et al., 2016",832,"Inner Mongolia","Daxing'anling Ecological Station",50.83,121.5,0,"China",-4.266666889,479,"Boreal",3.78,5.766666667,15.41666667,38.85,36.51666667,16.95,0.829440243,193.5,"old-growth","old","Larix forest",NA,"L. gmelinii","needleleaf","2007-2008",1,NA,"Once(Nov.-Apr.), Monthly(Others)",1,9,2.1394,0.191,0.081960179,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"Jia et al., 2016",833,"Hainan","Diaoluo Mountain",18.83,109.83,0,"China",23.07083321,1635,"Tropical",1.2,4.966666667,5.833333333,44.9,24.38333333,26.15,0.540588604,NA,"old-growth","old","Tropical rainforest",NA,"Mallotus hookerianus & Diospyros howii","broadleaf","1985-1987",2,NA,"Monthly",1,6,6.2463,0.8594,0.120945157,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
579,"Jia et al., 2016",834,"Hainan","Diaoluo Mountain",18.83,109.83,0,"China",23.07083321,1635,"Tropical",1.2,4.966666667,5.833333333,44.9,24.38333333,26.15,0.540588604,NA,"secondary","mid","Tropical Seasonal rainforest","Secondary forest, disturbance not specified","Annona squamosa, Manglietia hainanensis & Dacrydium pierrei","mixed","1985-1987",2,NA,"Monthly",1,6,6.5495,0.9757,0.129657684,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
580,"Jia et al., 2016",836,"Zhejiang","Tiantong Forest Park",29.8,121.78,0,"China",16.20833397,1265,"Temperate",1.386666667,5.75,14.26666667,14.73333333,47.23333333,30.05,-0.712750161,NA,"secondary","mid","Evergreen broadleaved mixed forest","Secondary forest, disturbance not specified","Cyclobalanopsis nubium, Schima superba & Castanopsis fargesii","broadleaf","2011-2012",1,NA,"Semi-monthly",0.5,187,4.548,1.0601,0.189030153,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
581,"Jia et al., 2016",837,"Zhejiang","Tiantong Forest Park",29.8,121.78,0,"China",16.20833397,1265,"Temperate",1.386666667,5.75,14.26666667,14.73333333,47.23333333,30.05,-0.712750161,NA,"secondary","mid","Evergreen broadleaved mixed forest","Secondary forest, disturbance not specified","Cyclobalanopsis nubium, Schima superba & Castanopsis fargesii","broadleaf","2012-2013",1,NA,"Semi-monthly",0.5,187,5.087,1.0767,0.174684037,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
582,"Jia et al., 2016",861,"Yunnan","Menglun Township",21.93,101.19,0,"China",22.07916641,1630,"Tropical",1.433333333,4.7,8.35,30.41666667,29.01666667,36.91666667,-0.193672416,NA,"old-growth","old","Seasonal rainforest",NA,"Pometia tomentosa & Terminalia myriocarpa","broadleaf","1999-2004",5,NA,"Semi-monthly",0.25,16,6.14,1.03,0.143654114,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
583,"Jia et al., 2016",862,"Yunnan","Menglun Township",21.93,101.18,0,"China",21.97500038,1630,"Tropical",1.516666667,4.95,8.35,28.93333333,25.96666667,41.46666667,-0.359895559,NA,"old-growth","old","Seasonal rainforest",NA,"Pometia tomentosa & Terminalia myriocarpa","broadleaf","1988-1991",3,NA,"Semi-monthly",0.25,16,6.24,2.09,0.25090036,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
584,"Jia et al., 2016",863,"Yunnan","Bubeng Township",21.62,101.58,0,"China",21.46666718,1692,"Tropical",1.463333333,5,10.5,30.9,24.65,34.95,-0.123162285,NA,"old-growth","old","Seasonal rainforest",NA,"Shorea chinensis","broadleaf","1991-1992",1,NA,"Semi-monthly",0.25,16,9.16,0.42,0.043841336,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
585,"Jia et al., 2016",864,"Yunnan","Xiangming Township",22.1,101.34,0,"China",19.98749924,1543,"Tropical",1.508333333,5.066666667,13.13333333,30.05,28,33.4,-0.105693239,NA,"old-growth","old","Montane rainforest",NA,"Sapium baccatum, Chukrasia tabularis var. velutina & Aporusa dioica","broadleaf","1999-2004",5,NA,"Semi-monthly",0.25,16,6.47,0.48,0.069064748,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
586,"Jia et al., 2016",865,"Yunnan","Mengsong Township",21.49,100.51,0,"China",18.8125,1565,"Tropical",1.273333333,5.4,14.06666667,29.01666667,30.68333333,27.85,0.041037411,NA,"old-growth","old","Montane rainforest",NA,"Mastixia euonymoides, Nyssa wenshanensis & Manglietia hookeri","broadleaf","1999-2004",5,NA,"Semi-monthly",0.25,16,4.3,0.79,0.155206287,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
587,"Jia et al., 2016",866,"Yunnan","Mengsong Township",21.51,100.5,0,"China",18.14999962,1541,"Tropical",1.783333333,5.1,18.05,29.43333333,25,30.7,-0.042134836,NA,"old-growth","old","Montane rainforest",NA,"Mastixia euonymoides, Nyssa wenshanensis & Manglietia hookeri","broadleaf","1999-2004",5,NA,"Semi-monthly",0.25,16,5.26,1.43,0.213751868,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
588,"Jia et al., 2016",867,"Yunnan","Mengsong Township",21.51,100.5,0,"China",18.14999962,1541,"Tropical",1.783333333,5.1,18.05,29.43333333,25,30.7,-0.042134836,NA,"old-growth","old","Montane rainforest",NA,"Mastixia euonymoides, Nyssa wenshanensis & Manglietia hookeri","broadleaf","2002-2004",2,NA,"Semi-monthly",0.25,16,5.32,1.12,0.173913043,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
589,"Jia et al., 2016",868,"Yunnan","Mengsong Township",21.51,100.5,0,"China",18.14999962,1541,"Tropical",1.783333333,5.1,18.05,29.43333333,25,30.7,-0.042134836,NA,"old-growth","old","Montane rainforest",NA,"Mastixia euonymoides, Nyssa wenshanensis & Manglietia hookeri","broadleaf","2002-2004",2,NA,"Semi-monthly",0.25,16,6.56,0.74,0.101369863,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
590,"Jia et al., 2016",869,"Yunnan","Menglun Nature Reserve",21.68,101.42,0,"China",20.48333359,1644,"Tropical",1.583333333,5.05,11.08333333,29.68333333,30.45,31.18333333,-0.049298043,NA,"old-growth","old","Humid seasonal rainforest",NA,"Pometia tomentosa, Pterospermum lanceaefolium  & Epiprinus siletianus","broadleaf","1988-1989",1,NA,"Semi-monthly",0.25,20,7.41,0.947,0.113318176,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"Jia et al., 2016",878,"Anhui","Zhawan Nature Reserve",29.58,117.2,0,"China",16.48333359,1633,"Temperate",1.383333333,5.1,12.65,25.6,38.45,30.55,-0.176772334,80,"secondary","mid","Evergreen broadleaved forest",NA,"Castanopsis eyrei","broadleaf","2011-2012",1,NA,"Monthly",1,12,3.28,2.24,0.405797101,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
592,"Jia et al., 2016",879,"Anhui","Zhawan Nature Reserve",29.58,117.2,0,"China",16.48333359,1633,"Temperate",1.383333333,5.1,12.65,25.6,38.45,30.55,-0.176772334,80,"secondary","mid","Evergreen broadleaved mixed forest",NA,"Castanopsis eyrei & Cyclobalanopsis glauca","broadleaf","2011-2012",1,NA,"Monthly",1,12,4.34,0.76,0.149019608,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
593,"Jia et al., 2016",887,"Heilongjiang","Xianfeng Forest Farm",45.99,129.53,0,"China",2.820833445,576,"Temperate",1.74,6.2,21.23333333,30.78333333,42.33333333,23,0.291479202,NA,"secondary","mid","Quercus forest","Secondary forest, disturbance not specified","Q. mongolica","broadleaf","NA-NA",1,NA,"Once(Nov.-Mar.), Monthly(Others)",1,10,2.9491,0.2306,0.072522565,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
594,"Jia et al., 2016",891,"Heilongjiang","Maorshan Ecological Station",45.35,127.58,0,"China",2.995833158,586,"Temperate",2.483333333,6.2,19.35,26.26666667,41.66666667,23.53333333,0.109882852,40,"secondary","mid","Quercus forest","Secondary forest, disturbance not specified","Q. mongolica","broadleaf","2003-2004",1,NA,"Once(Nov.-Mar.), Monthly(Others)",1,8,1.4393,0.4008,0.217814249,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
595,"Jia et al., 2016",892,"Heilongjiang","Maorshan Ecological Station",45.35,127.58,0,"China",2.995833158,586,"Temperate",2.483333333,6.2,19.35,26.26666667,41.66666667,23.53333333,0.109882852,41,"secondary","mid","Quercus forest","Secondary forest, disturbance not specified","Q. mongolica","broadleaf","2004-2005",1,NA,"Once(Nov.-Mar.), Monthly(Others)",1,8,3.3403,0.488,0.127471724,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
596,"Jia et al., 2016",893,"Heilongjiang","Maorshan Ecological Station",45.35,127.58,0,"China",2.995833158,586,"Temperate",2.483333333,6.2,19.35,26.26666667,41.66666667,23.53333333,0.109882852,42,"secondary","mid","Quercus forest","Secondary forest, disturbance not specified","Q. mongolica","broadleaf","2005-2006",1,NA,"Once(Nov.-Mar.), Monthly(Others)",1,8,2.4277,0.3878,0.137737524,"Jia et al., 2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
597,"Martinelli et al., 2017",2,"Morro do Elefante","RS-2",-29.666667,-53.75,0,"Brazil",19.72916603,1672,"Tropical",1.875,5.1,12.6,56.75,18.45,13.5,1.435965971,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","1990-1991",2,0.17,"monthly",0.25,25,5.148,0.234,0.043478261,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
598,"Martinelli et al., 2017",4,"Floresta Nacional de S. F. de Paula","RS-4",-29.422778,-50.386389,0,"Brazil",14.95416641,2083,"Temperate",2.808333333,4.95,15.03333333,13.2,28.66666667,52.83333333,-1.386925475,NA,"old-growth","old",NA,NA,NA,"mixed","2001-2003",3,NA,"monthly",0.8,15,6.386,0.927,0.126760563,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
599,"Martinelli et al., 2017",8,"Associação Beneficiente da Indústria Carbonífera","SC-1",-28.7,-49.4,0,"Brazil",19.52499962,1353,"Tropical",1.433333333,5.016666667,15.56666667,20.35,16.25,38.56666667,-0.639307434,NA,"old-growth","old",NA,NA,NA,"broadleaf","2010-2011",2,1,"monthly",0.25,18,5.625,0.525,0.085365854,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
600,"Martinelli et al., 2017",11,"Itaipu Reservoir Protected Area","PR-1",-25.669722,-54.663333,0,"Paraguay",21.39166641,1754,"Tropical",1.7,5.3,10.56666667,14.18333333,31.86666667,44.08333333,-1.134014216,32,"secondary","mid",NA,"32 years old",NA,"broadleaf","2011-2012",2,0.12,"monthly",0.25,12,6.417,0.651,0.092105263,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
601,"Martinelli et al., 2017",16,"Santa Maria Private Reserve","PR-3",-25.492222,-54.361389,0,"Brazil",20.30833244,1779,"Tropical",1.946666667,5.4,10.61666667,6.833333333,24.96666667,64.75,-2.248721103,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","2011-2012",2,0.12,"monthly",0.25,12,6.728,1.508,0.183098592,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
602,"Martinelli et al., 2017",17,"Parque Estadual da Ilha do Mel","PR-4",-25.517,-48.319,1,"Brazil",20.91666603,2100,"Tropical",2.083333333,4.8,21.53333333,19.85,29.33333333,28.01666667,-0.344595564,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","1996-1997",2,0.2,"monthly",0.25,40,3.825,0.255,0.0625,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
603,"Martinelli et al., 2017",18,"Rio Bonito","PR-5",-25.458333,-54.354167,0,"Brazil",20.55833244,1785,"Tropical",1.693333333,5.35,14.25,8.85,19.53333333,66.3,-2.013772438,NA,"secondary","mid",NA,NA,NA,"broadleaf","2011-2012",2,0.12,"monthly",0.25,12,5.85,0.468,0.074074074,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"Martinelli et al., 2017",19,"Reserva Natural Rio Cachoeira","PR-6",-25.314167,-48.695833,0,"Brazil",21.3125,1800,"Tropical",2.233333333,4.7,20.03333333,33.43333333,25.7,26.6,0.228642191,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","2004-2007",4,1,"three weeks",0.25,20,3.657,0.159,0.041666667,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
605,"Martinelli et al., 2017",20,"Reserva Natural Rio Cachoeira","PR-6",-25.314167,-48.695833,0,"Brazil",21.3125,1800,"Tropical",2.233333333,4.7,20.03333333,33.43333333,25.7,26.6,0.228642191,80,"secondary","old",NA,"80 years old",NA,"broadleaf","2004-2007",4,1,"three weeks",0.25,20,4.05,0.162,0.038461538,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
606,"Martinelli et al., 2017",21,"Reserva Natural Rio Cachoeira","PR-6",-25.314167,-48.695833,0,"Brazil",21.3125,1800,"Tropical",2.233333333,4.7,20.03333333,33.43333333,25.7,26.6,0.228642191,20,"secondary","mid",NA,"20 years old",NA,"broadleaf","2004-2007",4,1,"three weeks",0.25,20,4.004,0.156,0.0375,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
607,"Martinelli et al., 2017",28,"Parque Estadual Ilha do Cardoso","SP-1",-25.1,-47.933333,0,"Brazil",21.64583397,2262,"Tropical",2.496666667,4.616666667,14.68333333,12.81666667,35.2,39.51666667,-1.125976117,NA,"old-growth","old",NA,NA,NA,"broadleaf","1990-1991",2,NA,"montlhy",0.25,30,4.41,0.819,0.156626506,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
608,"Martinelli et al., 2017",29,"Parque Estadual Ilha do Cardoso","SP-2",-25.071,-47.907,1,"Brazil",22.35000038,2172,"Tropical",2.163333333,4.85,20.73333333,26.2,9.166666667,30.96666667,-0.167151946,NA,"old-growth","old",NA,NA,NA,"broadleaf","1990-1991",2,NA,"montlhy",0.25,30,2.925,0.234,0.074074074,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
609,"Martinelli et al., 2017",30,"Morro do Icanhema","SP-3",-25.071,-47.907,0,"Brazil",22.35000038,2172,"Tropical",2.163333333,4.85,20.73333333,26.2,9.166666667,30.96666667,-0.167151946,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","1985-1986",2,1,"monthly",0.25,10,4.977,0.474,0.086956522,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
610,"Martinelli et al., 2017",38,"Reserva Biológica de Paranapiacaba","SP-6",-23.771667,-48.304167,0,"Brazil",18.96666718,1196,"Tropical",1.416666667,5.1,9.75,50.35,10.8,30.55,0.499633934,NA,"old-growth","old",NA,NA,NA,"broadleaf","1981-1982",2,0.5,"monthly",0.25,30,5.04,0.14,0.027027027,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
611,"Martinelli et al., 2017",39,"Parque Estadual Fontes do Ipiranga","SP-6",-23.65,-46.616667,0,"Brazil",18.43333244,1474,"Tropical",1.616666667,4.8,10,47.56666667,10.41666667,30.38333333,0.448238023,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","1990-1991",2,NA,"monthly",0.25,15,4.891,0.219,0.042857143,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
612,"Martinelli et al., 2017",43,"Parque Estadual da Serra do Mar","SP-10",-23.216667,-45.033333,0,"Brazil",15.4333334,1686,"Tropical",2.416666667,4.883333333,11.21666667,53.55,15.81666667,21.31666667,0.921126558,50,"secondary","mid",NA,"50 years old",NA,"broadleaf","NA-NA",1,1,"monthly",0.36,25,4.288,0.832,0.1625,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
613,"Martinelli et al., 2017",44,"Ermida","SP-11",-23.216667,-46.966667,0,"Brazil",18.55416679,1303,"Tropical",1.903333333,5.116666667,8.266666667,48.35,9.583333333,36.85,0.271610603,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","1985-1986",2,1,"montlhy",1,20,5.848,0.774,0.116883117,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
614,"Martinelli et al., 2017",45,"Mirante","SP-11",-23.216667,-46.95,0,"Brazil",17.22916603,1361,"Tropical",2.371666667,5.2,8.916666667,50.3,13.26666667,30.5,0.500278393,NA,"old-growth","old",NA,NA,NA,"broadleaf","1985-1986",2,1,"montlhy",1,20,4.9,0.28,0.054054054,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
615,"Martinelli et al., 2017",47,"Mata Barreiro Rico","SP-13",-22.666667,-48.166667,0,"Brazil",20.74166679,1269,"Tropical",1.333333333,5.116666667,7.8,45.31666667,9.85,29.65,0.424212757,NA,"old-growth","old",NA,"Disturbed",NA,NA,"1978-1981",4,NA,"monthly",1,35,5.632,0.704,0.111111111,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
616,"Martinelli et al., 2017",52,"Fazenda São José","SP-16",-22.366667,-47.466667,0,"Brazil",20.31666565,1294,"Tropical",1.266666667,5.366666667,8,34.98333333,13.5,42.78333333,-0.201276861,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","1978-1981",4,NA,"montlhy",1,36,5.332,0.43,0.074626866,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
617,"Martinelli et al., 2017",53,"Universidade Federal de São Carlos","SP-17",-22.3,-47.416667,0,"Brazil",20.10833359,1323,"Tropical",1.435,5.2,8.033333333,43.56666667,13.56666667,34.11666667,0.244506309,NA,"old-growth","old",NA,NA,NA,"broadleaf","1981-1983",3,NA,"monthly",1,20,7.656,0.232,0.029411765,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
618,"Martinelli et al., 2017",58,"Pedra Branca State Park","RJ-5",-22.971389,-43.424722,0,"Brazil",23.46666718,1270,"Tropical",1.516666667,5.2,10.85,47.15,16.83333333,22.15,0.755496513,NA,"old-growth","old",NA,NA,NA,"broadleaf","2002-2005",4,1,"bi-monthly",0.25,12,6.634,0.535,0.074626866,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
619,"Martinelli et al., 2017",59,"Parque Nacional da Tijuca","RJ-6",-22.9525,-43.300833,0,"Brazil",19.25,1521,"Tropical",2.03,4.9,8.583333333,46.13333333,13.61666667,30.58333333,0.411080556,NA,"old-growth","old",NA,NA,NA,"broadleaf","1983-1984",2,NA,"weekly",NA,30,6.586,0.712,0.097560976,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
620,"Martinelli et al., 2017",61,"Reserva Biológica Poço das Antas","RJ-8",-22.543889,-42.278056,0,"Brazil",22.67916679,1158,"Tropical",1.266666667,5.45,7.683333333,51.2,17.55,20.5,0.915314646,27,"secondary","mid",NA,"27 years old",NA,"broadleaf","2000-2001",2,NA,"monthly",0.25,12,7.686,0.488,0.059701493,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
621,"Martinelli et al., 2017",62,"Reserva Biológica Poço das Antas","RJ-8",-22.543889,-42.278056,0,"Brazil",22.67916679,1158,"Tropical",1.266666667,5.45,7.683333333,51.2,17.55,20.5,0.915314646,7,"secondary","young",NA,"7 years old",NA,"broadleaf","2000-2002",3,NA,"monthly",0.25,13,7.469,0.291,0.0375,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
622,"Martinelli et al., 2017",63,"Reserva Biológica Poço das Antas","RJ-8",-22.543889,-42.278056,0,"Brazil",22.67916679,1158,"Tropical",1.266666667,5.45,7.683333333,51.2,17.55,20.5,0.915314646,7,"secondary","young",NA,"7 years old",NA,"broadleaf","2000-2003",4,NA,"monthly",0.25,14,6.9,0.4,0.054794521,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
623,"Martinelli et al., 2017",64,"Reserva Biológica Poço das Antas","RJ-8",-22.543889,-42.278056,0,"Brazil",22.67916679,1158,"Tropical",1.266666667,5.45,7.683333333,51.2,17.55,20.5,0.915314646,7,"secondary","young",NA,"7 years old",NA,"broadleaf","2000-2004",5,NA,"monthly",0.25,15,7.904,0.624,0.073170732,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
624,"Martinelli et al., 2017",70,"Ribeirão Cachimbal","RJ-11",-22.409722,-44.0825,0,"Brazil",20.54166603,1369,"Tropical",1.45,4.9,8.383333333,49.96666667,9.1,37.25,0.293704172,NA,"old-growth","old",NA,NA,NA,"broadleaf","2009-2010",2,0.25,"monthly",0.21,10,9.702,1.176,0.108108108,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
625,"Martinelli et al., 2017",71,"Teresópolis","RJ-12",-22.293333,-42.868333,0,"Brazil",18.29583359,1559,"Tropical",1.516666667,5,9.233333333,45.63333333,12.28333333,35.05,0.26386283,90,"secondary","old",NA,"90 years old",NA,"broadleaf","2004-2004",1,1.7,"monthly",0.25,16,3.384,0.141,0.04,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
626,"Martinelli et al., 2017",72,"Teresópolis","RJ-12",-22.293333,-42.868333,0,"Brazil",18.29583359,1559,"Tropical",1.516666667,5,9.233333333,45.63333333,12.28333333,35.05,0.26386283,90,"secondary","old",NA,"90 years old",NA,"broadleaf","2004-2004",1,1.7,"monthly",0.25,16,3.96,0.165,0.04,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
627,"Martinelli et al., 2017",73,"Teresópolis","RJ-12",-22.293333,-42.868333,0,"Brazil",18.29583359,1559,"Tropical",1.516666667,5,9.233333333,45.63333333,12.28333333,35.05,0.26386283,90,"secondary","old",NA,"90 years old",NA,"broadleaf","2004-2004",1,1.7,"monthly",0.25,16,3.3,0.45,0.12,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
628,"Martinelli et al., 2017",74,"Teresópolis","RJ-12",-22.293333,-42.868333,0,"Brazil",18.29583359,1559,"Tropical",1.516666667,5,9.233333333,45.63333333,12.28333333,35.05,0.26386283,90,"secondary","old",NA,"90 years old",NA,"broadleaf","2004-2004",1,1.7,"monthly",0.25,16,2.948,0.528,0.151898734,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
629,"Martinelli et al., 2017",75,"Reserva Florestal Mata do Paraíso","MG-2",-20.801944,-42.858611,0,"Brazil",19.15833282,1294,"Tropical",1.533333333,5,7.65,39,12.81666667,46.86666667,-0.183745045,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","2003-2004",2,0.3,"monthly",1,10,4.928,0.528,0.096774194,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
630,"Martinelli et al., 2017",76,"Reserva Florestal Mata do Paraíso","MG-2",-20.801944,-42.858611,0,"Brazil",19.15833282,1294,"Tropical",1.533333333,5,7.65,39,12.81666667,46.86666667,-0.183745045,40,"secondary","mid",NA,"40 years old",NA,"broadleaf","2003-2004",2,0.3,"monthly",1,10,4.095,0.189,0.044117647,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
631,"Martinelli et al., 2017",77,"Universidade Federal de Lavras","MG-1",-21.244444,-44.963889,0,"Brazil",19.65833282,1566,"Tropical",1.366666667,5,8.466666667,27.98333333,20.41666667,39.8,-0.352257817,NA,"old-growth","old",NA,NA,NA,"broadleaf","1991-1992",2,1,"bi-monthly",0.25,36,5.313,0.308,0.054794521,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
632,"Martinelli et al., 2017",79,"Mata do Urubu","MG-3",-19.9,-45.55,0,"Brazil",21.32083321,1395,"Tropical",1.196666667,5.316666667,7.45,29.98333333,15.4,38.75,-0.256489084,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","2001-2002",2,1.6,"montlhy",0.25,10,10.2,1.95,0.160493827,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
633,"Martinelli et al., 2017",86,"Parque Estadual das Fontes do Ipiranga","SP-18",-23.643333,-46.614722,0,"Brazil",18.44583321,1471,"Tropical",1.54,4.9,9.966666667,45.66666667,12.41666667,27.06666667,0.523065679,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","2008-2012",5,0.7,"monthly",0.5,30,5.644,0.415,0.068493151,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"Martinelli et al., 2017",87,"Parque Estadual das Fontes do Ipiranga","SP-18",-23.65,-46.616667,0,"Brazil",18.43333244,1474,"Tropical",1.616666667,4.8,10,47.56666667,10.41666667,30.38333333,0.448238023,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","2008-2012",5,0.7,"monthly",0.5,30,4.352,0.544,0.111111111,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
635,"Martinelli et al., 2017",88,"Lagoa do Peri","SC-4",-27.716667,-48.516667,0,"Brazil",19.97083282,1545,"Tropical",1.6,5,12.38333333,28.1,24.3,32.7,-0.151605502,NA,"secondary","mid",NA,NA,NA,"broadleaf","2001-2002",2,1,"monthly",0.25,20,4.875,0.225,0.044117647,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
636,"Martinelli et al., 2017",89,"Lagoa do Peri","SC-4",-27.716667,-48.533333,0,"Brazil",19.0625,1596,"Tropical",1.666666667,4.9,13.78333333,24,21.78333333,39.58333333,-0.500354324,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","2001-2002",2,1,"monthly",0.25,20,4.757,0.284,0.056338028,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
637,"Martinelli et al., 2017",95,"Parque Nacional da Serra da Itabaiana","SE-1",-10.778611,-37.348056,0,"Brazil",23.25833321,1443,"Tropical",1.066666667,5.3,9.483333333,49.36666667,15.3,24.41666667,0.704009473,NA,"old-growth","old",NA,"Disturbed",NA,"broadleaf","2006-2007",2,0.16,"monthly",0.25,40,4.816,1.204,0.2,"Martinelli et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
