"ID","Data_paper","Data_paper_ID","Site","Subsite","Latitude","Longitude","LatLonAdjusted","Country","MAT_C","MAP_mm","Biome","Soil_N","Soil_pH","Soil_CEC","Soil_sand_pct","Soil_silt_pct","Soil_clay_pct","Soil_texture_index","Forest_age","Successional_stage","Forest_age_group","Forest_description","Disturbance_note","Dominant_species","Leaf_type","Sampling_interval","Sampling_duration","Sampling_area_ha","Sampling_frequency","Trap_area_m2","N_Traps","Leaf_flux_Mghayr","Repro_flux_Mghayr","R..R.L.","Primary_Reference","Supplementary_References","Site_soil_total_P","Site_soil_N","Site_soil_pH","Site_soil_CEC","Site_soil_sand","Site_soil_clay","Site_soil_silt","Reference_soils","site_soil_data"
1,NA,NA,"ALLPAHUAYO_NTL_RSV","ALP-11",-3.95,-73.4333,0,"Peru",26.12083435,2660,"Tropical",1.175,4.333333333,10.75,44.26666667,13.31666667,24.75,0.581406459,NA,"old-growth","old","amazon, NW Amazon, low-lyingoccasionally waterlogged, higher areas better drained","""natural disturbance"" is referenced but not described","Eschweilera, Guatteria, Inga, Iryanthera, Ocotea, Pouteria, Protium, Sloanea","broadleaf","2009-2012",3,1,"two-week",0.25,25,5.037593985,0.714285714,0.124183007,"del Aguila-Pasquel et al., 2014","Girardin et al., 2016, Girardin et al., 2014b",140.91,0.6,4.26,3.62,52.79,20.67,26.54,"Quesada et al., 2010, del Aguila-Pasquel et al., 2014",1
2,NA,NA,"ALLPAHUAYO_NTL_RSV","ALP-30",-3.9543,-73.4267,0,"Peru",26.12083435,2660,"Tropical",1.216666667,4.45,7.816666667,44.75,12.65,15.23333333,1.077605435,NA,"old-growth","old","amazon, NW Amazon, ALP C (ALP-30) higher than Alp A (ALP-01)and better drainage","""natural disturbance"" is referenced but not described","Anaxagorea brachycarpa, Caraipa utilis, Dendropanax umbellatus, Dicymbe uaiparuensis, Euterpe catinga, Neea macrophylla, Oxandra eunera, Pachira brevipes, Sloanea spathulata, Ternstroemia klugiana, Tovomita calophyllophylla","broadleaf","2009-2012",3,1,"two-week",0.25,25,7.612781955,0.751879699,0.08988764,"del Aguila-Pasquel et al., 2014","Girardin et al., 2016, Girardin et al., 2014b",37.64,0.8,4.07,0.49,82,2.31,15.69,"Quesada et al., 2010, del Aguila-Pasquel et al., 2014",1
3,NA,NA,"AMACAYACU","AGP-01",-3.72,-70.3,0,"Colombia",26.60416603,2953,"Tropical",1.658333333,4.366666667,11.4,28.83333333,27.55,26.43333333,0.086906285,NA,"old-growth","old","amazon, terra firme",NA,NA,"broadleaf","2005-2007",2,1,"two-week",0.5,25,6.45,0.39,0.057017544,"Chave et al., 2010","Arag�o et al., 2009",319.87,1.5,4.5,6.21,20.63,42.12,37.25,"Quesada et al., 2010",1
4,NA,NA,"AMACAYACU","AGP-02",-3.73,-70.4,0,"Colombia",26.53333282,2963,"Tropical",1.583333333,4.433333333,11.7,41.55,20.81666667,28.78333333,0.367101005,NA,"old-growth","old","amazon, terra firme",NA,NA,"broadleaf","2005-2007",2,1,"two-week",0.5,25,5.78,0.63,0.098283931,"Chave et al., 2010","Arag�o et al., 2009",286.68,1.6,4.29,6.26,19.19,43.1,37.71,"Quesada et al., 2010",1
5,NA,NA,"ANKASA_CONSERVATION_AREA","ANK-01_EF",5.268,-2.6955,0,"Ghana",26.34166718,1876,"Tropical",0.883333333,4.766666667,5.2,69.43333333,7.166666667,16.3,1.449201952,NA,"old-growth","old","wet evergreen",NA,NA,"broadleaf","2011-2013",2,1,"two-week",0.25,25,6.117886179,1.138211382,0.156862745,"Moore et al., 2018","",147,1.7,4.27,2.449,63,22,15,"Moore et al., 2018",1
6,NA,NA,"ANKASA_CONSERVATION_AREA","ANK-02_EF",5.268,-2.6955,0,"Ghana",26.34166718,1876,"Tropical",0.883333333,4.766666667,5.2,69.43333333,7.166666667,16.3,1.449201952,NA,"old-growth","old","wet evergreen",NA,NA,"broadleaf","2011-2013",2,1,"two-week",0.25,25,5.528455285,0.731707317,0.116883117,"Moore et al., 2018","",147,1.7,4.27,2.449,63,22,15,"Moore et al., 2018",1
7,NA,NA,"BOBIRI_FOREST_RESERVE","BOB-01_SDF",6.691,-1.3389,0,"Ghana",25.66250038,1306,"Tropical",1.313333333,5.7,37.38333333,46.25,30.71666667,17.2,0.98915208,NA,"old-growth","old","semi-deciduous",NA,NA,"broadleaf","2012-2015",3,1,"two-week",0.25,25,10.44715447,1.300813008,0.110726644,"Moore et al., 2018","",258,1.6,6.05,4.6,47,29,24,"Moore et al., 2018",1
8,NA,NA,"BOBIRI_FOREST_RESERVE","BOB-02_SDF",6.691,-1.3389,0,"Ghana",25.66250038,1306,"Tropical",1.313333333,5.7,37.38333333,46.25,30.71666667,17.2,0.98915208,NA,"late-successional","mid","semi-deciduous","logging",NA,"broadleaf","2012-2015",3,1,"two-week",0.25,25,10.89430894,1.74796748,0.138263666,"Moore et al., 2018","",258,1.6,6.05,4.6,47,29,24,"Moore et al., 2018",1
9,NA,NA,"CAXIUANA","CAX-06_TOWER",-1.72,-51.5,0,"Brazil",26.04999924,2229,"Tropical",1.076666667,4.35,6.866666667,39.98333333,12.55,26.4,0.41509869,NA,"old-growth","old","rainforest",NA,NA,"broadleaf","2005-2006",2,NA,"monthly",0.25,25,5.65,0.94,0.142640364,"Chave et al., 2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,"CAXIUANA","CAX-08_TPRETA",-1.72,-51.5,0,"Brazil",26.04999924,2229,"Tropical",1.076666667,4.35,6.866666667,39.98333333,12.55,26.4,0.41509869,NA,"old-growth","old","rainforest",NA,NA,"broadleaf","2005-2006",2,NA,"monthly",0.25,25,6.85,1.2,0.149068323,"Chave et al., 2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,"CAXIUANA","CAX-03",-1.716,-51.457,0,"Brazil",26.125,2220,"Tropical",1.133333333,4.35,6.566666667,38.75,13.43333333,29.48333333,0.273305624,NA,"old-growth","old","rainforest",NA,NA,"broadleaf","2009-2011",2,1,"two-week",0.25,25,4.207317073,0.518095864,0.109640336,"Girardin et al., 2016","da Costa et al., 2014",37.4,0.6,NA,0.134,83.69,10.68,5.64,"Girardin et al., 2016",1
12,NA,NA,"CAXIUANA","CAX-06_TOWER",-1.7369,-51.46194,0,"Brazil",26.10000038,2195,"Tropical",1.116666667,4.383333333,6.733333333,44.51666667,14.51666667,25.16666667,0.570343283,NA,"old-growth","old","rainforest","soil ""enriched by activities of local inhabitants between 1280-1600 AD""; this would be a more likely description of the genesis of the terra preta plot than the tower plot (which later is described as having clay-rich geric alumnic ferralsol soil) (Doughty at al., 2014a)",NA,"broadleaf","2009-2011",2,1,"two-week",0.25,25,7.634854772,0.871369295,0.102439024,"Doughty et al., 2014a","Girardin et al., 2016",178.5,1.3,3.79,2.282,32.54,53.76,13.7,"Girardin et al., 2016",1
13,NA,NA,"CAXIUANA","CAX-08_TPRETA",-1.716,-51.457,0,"Brazil",26.125,2220,"Tropical",1.133333333,4.35,6.566666667,38.75,13.43333333,29.48333333,0.273305624,NA,"secondary","mid","abandoned agroforestry system, Brazil nut, kapok, coffee, citrus","agroforestry","Bertholletia excelsa, Ceiba pentandra, Coffea, Citrus","broadleaf","2009-2011",2,1,"two-week",0.25,25,6.01659751,2.697095436,0.30952381,"Doughty et al., 2014a","Girardin et al., 2016",335.98,0.6,NA,0.134,83.69,10.68,5.64,"Girardin et al., 2016",1
14,NA,NA,"CAXIUANA","CAX-06_TOWER",-1.72,-51.5,0,"Brazil",26.04999924,2229,"Tropical",1.076666667,4.35,6.866666667,39.98333333,12.55,26.4,0.41509869,NA,"old-growth","old","rainforest",NA,NA,"broadleaf","2004-2005",2,1,"two-week",0.25,25,5.65,0.94,0.142640364,"Chave et al., 2010","Arag�o et al., 2009",12.31,1.3,NA,NA,NA,47.53,NA,"Aragao et al., 2009",1
15,NA,NA,"CAXIUANA","CAX-08_TPRETA",-1.72,-51.5,0,"Brazil",26.04999924,2229,"Tropical",1.076666667,4.35,6.866666667,39.98333333,12.55,26.4,0.41509869,NA,"old-growth","old","rainforest",NA,NA,"broadleaf","2004-2005",2,1,"two-week",0.25,25,6.85,1.2,0.149068323,"Chave et al., 2010","Arag�o et al., 2009",80,1.7,NA,NA,NA,41.41,NA,"Aragao et al., 2009",1
16,NA,NA,"ESPERANZA","ESP-01",-13.1903,-71.597,0,"Peru",11.09166622,527,"Tropical",1.686666667,6.45,16.2,39.4,29.4,18.73333333,0.743461348,NA,"old-growth","old","tropical montane cloud forest",NA,"Weinmannia bangii Rusby, Cunoniaceae","broadleaf","2007-2009",2,1,"two-week",0.25,25,3.983739837,0.528455285,0.117117117,"Girardin et al., 2014a","Girardin et al., 2014b",NA,NA,3.6,NA,NA,NA,NA,"Girardin et al., 2014b, Girardin et al., 2014a, Zimmerman et al., 2009",1
17,NA,NA,"LAMBIR","LAM-07_CLAY",4.183,114.022,0,"Malaysia",26.80416679,3095,"Tropical",1.628333333,4.783333333,13.21666667,27.48333333,24.68333333,32.38333333,-0.164064127,NA,"old-growth","old","mixed dipterocarp forest",NA,"Shorea, Dryobalanops","broadleaf","2008-2009",1,1,"two-week",0.25,25,11.04,0.5,0.043327556,"Kho et al., 2013","Riutta et al., 2018, Nakagawa et al., 2019",127,1,4.4,3.52,NA,NA,NA,"Riutta et al., 2018",1
18,NA,NA,"LAMBIR","LAM-06_SAND",4.188,114.019,0,"Malaysia",26.48749924,3084,"Tropical",1.566666667,4.8,13.53333333,27.03333333,24.18333333,33.11666667,-0.202966008,NA,"old-growth","old","mixed dipterocarp forest",NA,"Shorea, Dryobalanops","broadleaf","2008-2009",1,1,"two-week",0.25,25,8.7,0.94,0.097510373,"Kho et al., 2013","Riutta et al., 2018, Nakagawa et al., 2019",73.4,0.8,4.4,3.03,NA,NA,NA,"Riutta et al., 2018",1
19,NA,NA,"NYUNGWE","NYU-01_ES",2.53,29.389,0,"Rwanda",22.78333282,1706,"Tropical",1.52,5.05,8.8,34.81666667,14.36666667,40.11666667,-0.141695676,NA,"early-successional","young","montane","logging, fire, mining, landslides","macaranga kilimandschariaca Pax","broadleaf","2013-2014",1,2.5,"two-week",0.3,30,4.4,0.6,0.12,"Nyirambangutse et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,"NYUNGWE","NYU-02_LS",2.475,29.211,0,"Rwanda",23.15833282,1731,"Tropical",1.5,5.25,8.566666667,30.05,14.58333333,42.5,-0.346641415,NA,"late-successional","mid","montane","logging, fire, mining, landslides","syzygium guineense (engl.) mildbr.","broadleaf","2013-2014",1,2.5,"two-week",0.3,30,4.8,1.2,0.2,"Nyirambangutse et al., 2017","",NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,"TAMBOPATA","TAM-05",-12.8,-69.7,0,"Peru",25.01250076,3129,"Tropical",1.436666667,5,8.333333333,27.4,36.7,23.73333333,0.143662484,NA,"old-growth","old","rainforest",NA,NA,"broadleaf","2005-2006",1,1,"two-week",0.25,25,8.36,1,0.106837607,"Chave et al., 2010","Arag�o et al., 2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,"TAMBOPATA","TAM-06",-12.8,-69.7,0,"Peru",25.01250076,3129,"Tropical",1.436666667,5,8.333333333,27.4,36.7,23.73333333,0.143662484,NA,"old-growth","old","rainforest",NA,NA,"broadleaf","2005-2006",1,1,"two-week",0.25,25,7.09,1.05,0.128992629,"Chave et al., 2010","Arag�o et al., 2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,"TAMBOPATA","TAM-05",-12.8309,-69.2705,0,"Peru",25.22916603,2451,"Tropical",1.066666667,4.6,8.566666667,35.96666667,33.05,23,0.447098368,NA,"old-growth","old","rainforest",NA,NA,"broadleaf","2005-2011",6,1,"two-week",0.25,25,8.191056911,0.853658537,0.094382022,"Malhi et al., 2014","Girardin et al., 2014b, Girardin et al., 2016",256,1.6,3.91,4.48,40,44,17,"Girardin et al., 2016, Malhi et al., 2014",1
24,NA,NA,"TAMBOPATA","TAM-06",-12.8385,-69.296,0,"Peru",25.27499962,2497,"Tropical",1.228333333,4.816666667,8.383333333,35.75,33.88333333,22.2,0.47645798,NA,"old-growth","old","rainforest",NA,"Iriartea and Socratea palms","broadleaf","2005-2011",6,1,"two-week",0.25,25,7.540650407,1.117886179,0.129107981,"Malhi et al., 2014","Girardin et al., 2014b, Girardin et al., 2016",529,1.7,5.06,5.68,2,46,52,"Girardin et al., 2016, Malhi et al., 2014",1
25,NA,NA,"WAYQECHA","WAY-01",-13.1904,-71.5871,0,"Peru",12.88749981,345,"Tropical",1.93,5.916666667,17.93333333,38.58333333,31.6,18.66666667,0.726081002,NA,"late-successional","mid","montane","area where fires occasionally spread, no obvious evidence of fire within plot","Weinmannia crassifolia, successional species from the genera Pentacalia, Asteraceae, Ageratina, Asteraceae, and Hesperomeles, Rosaceae","broadleaf","2007-2009",2,1,"two-week",0.25,25,5.12195122,0.650406504,0.112676056,"Girardin et al., 2014a","Girardin et al., 2014b",1413,8.8,4.1,NA,NA,NA,NA,"Girardin et al., 2014b",1
26,NA,NA,"ZAFIRE","ZAR-01_VARRILAL",-4,-69.9,0,"Colombia",26.59166718,2945,"Tropical",1.6,4.333333333,11.68333333,49.5,21.08333333,22.85,0.773021552,NA,"old-growth","old","short-statured varrilal tropical forest",NA,NA,"broadleaf","2004-2006",2,1,"two-week",0.25,25,3.79,0.5,0.116550117,"Chave et al., 2010","Arag�o et al., 2009",25.65,1.1,4.27,0.71,74.75,0.64,24.61,"Quesada et al., 2010TableS2",1
27,NA,NA,"ZAFIRE","ZAFI_FLOODED",-4,-69.9,0,"Colombia",26.59166718,2945,"Tropical",1.6,4.333333333,11.68333333,49.5,21.08333333,22.85,0.773021552,NA,"old-growth","old","partially flooded tropical foresst",NA,NA,"broadleaf","2005-2006",1,NA,NA,0.5,25,6.66,1.22,0.154822335,"Chave et al., 2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,"ZAFIRE","ZAFI_TF",-4,-69.9,0,"Colombia",26.59166718,2945,"Tropical",1.6,4.333333333,11.68333333,49.5,21.08333333,22.85,0.773021552,NA,"old-growth","old","tropical",NA,NA,"broadleaf","2004-2006",2,NA,NA,0.5,25,6.71,0.63,0.085831063,"Chave et al., 2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,"ZAFIRE","ZAFI_ALTURA",-4,-69.9,0,"Colombia",26.59166718,2945,"Tropical",1.6,4.333333333,11.68333333,49.5,21.08333333,22.85,0.773021552,NA,"old-growth","old","tropical",NA,NA,"broadleaf","2005-2006",1,NA,NA,0.5,25,6.96,0.9,0.114503817,"Chave et al., 2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,"ANKASA_CONSERVATION_AREA","ANK-03",5.268,-2.6955,0,"Ghana",26.34166718,1876,"Tropical",0.883333333,4.766666667,5.2,69.43333333,7.166666667,16.3,1.449201952,NA,"old-growth","old","wet evergreen",NA,NA,"broadleaf","2011-2013",2,1,"two-week",0.25,25,5.650406504,0.284552846,0.047945205,"Moore et al., 2018","",147,1.7,4.27,2.449,63,22,15,"Moore et al., 2018",1
31,NA,NA,"BOBIRI_FOREST_RESERVE","BOB-03",6.691,-1.3389,0,"Ghana",25.66250038,1306,"Tropical",1.313333333,5.7,37.38333333,46.25,30.71666667,17.2,0.98915208,NA,"old-growth","old","semi-deciduous",NA,NA,"broadleaf","2012-2015",3,1,"two-week",0.25,25,11.01626016,1.849593496,0.143759874,"Moore et al., 2018","",258,1.6,6.05,4.6,47,29,24,"Moore et al., 2018",1
32,NA,NA,"BOBIRI_FOREST_RESERVE","BOB-04",6.691,-1.3389,0,"Ghana",25.66250038,1306,"Tropical",1.313333333,5.7,37.38333333,46.25,30.71666667,17.2,0.98915208,NA,"old-growth","old","semi-deciduous",NA,NA,"broadleaf","2012-2015",3,1,"two-week",0.25,25,10.18292683,1.869918699,0.155143339,"Moore et al., 2018","",258,1.6,6.05,4.6,47,29,24,"Moore et al., 2018",1
33,NA,NA,"BOBIRI_FOREST_RESERVE","BOB-05",6.691,-1.3389,0,"Ghana",25.66250038,1306,"Tropical",1.313333333,5.7,37.38333333,46.25,30.71666667,17.2,0.98915208,NA,"old-growth","old","semi-deciduous",NA,NA,"broadleaf","2012-2015",3,1,"two-week",0.25,25,10.52845528,2.520325203,0.193146417,"Moore et al., 2018","",258,1.6,6.05,4.6,47,29,24,"Moore et al., 2018",1
34,NA,NA,"BOBIRI_FOREST_RESERVE","BOB-06",6.691,-1.3389,0,"Ghana",25.66250038,1306,"Tropical",1.313333333,5.7,37.38333333,46.25,30.71666667,17.2,0.98915208,NA,"old-growth","old","semi-deciduous",NA,NA,"broadleaf","2012-2015",3,1,"two-week",0.25,25,10.75203252,2.235772358,0.172143975,"Moore et al., 2018","",258,1.6,6.05,4.6,47,29,24,"Moore et al., 2018",1
35,NA,NA,"BCI","BCI_50FDP",9.1543,-79.8461,0,"Panama",26.04583359,2210,"Tropical",1.958333333,5.016666667,12.38333333,28.4,27.41666667,34.68333333,-0.199870119,NA,"old-growth","old","tropical rainforest",NA,NA,"broadleaf","2013-2021",8,50,"week",0.5,62,7.11,1.97,0.216960352,"Hanbury-Brown et al., 2022","Anderson-Teixeira et al., 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,"D16_ABBY_ROAD","ABBY_ROAD",45.762439,-122.33032,0,"USA",9.449999809,2294,"Temperate",3.03,5.25,28.31666667,33.08333333,30.1,28.31666667,0.155579071,80,"late-successional","mid","Evergreen Forest, Grassland/Herbaceous, Shrub/Scrub","Yacolt fire and other wildfires destroyed forest (prev. logged) in 1902, supsequent policy supressed fire, some severe reburns but not reaching level of severity and destruction of 1902 fires, from ~1950-present day fire management and restoration efforts have reduced severity of burns. Unclear if 1950 fires were stand clearing, age difficult to assess. Site description refers to older stands from 1940-2000","Douglas fir (Pseudotsuga menziesii) and western hemlock (Tsuga heterophylla)","needleleaf","2017-2022",6,4.32,"seasonal",0.5,22,1.539454039,0.032910381,0.020930505,"NEON, 2024","",NA,4.78,5.43,31.28,26.11,36.38,37.51,"NEON et al., 2023",1
37,NA,NA,"D01_BARTLETT_EXP_FOREST","BARTLETT_EXP_FOREST",44.063889,-71.287375,0,"USA",6.075000286,1223,"Temperate",3.955,4.783333333,17.28333333,63.48333333,29.05,5.433333333,2.458224585,90,"late-successional","mid","Deciduous Forest, Evergreen Forest, Mixed Forest","logging through the late 19th and early 20th century, established as a reasearch station 1931","beech (Fagus sp.) and sugar maple (Acer saccarum)","broadleaf","2016-2022",7,10.56,"seasonal",0.5,46,2.733835792,0.176808553,0.060745502,"NEON, 2024","",NA,4.4,5.12,17.2,58.89,4.44,36.67,"NEON et al., 2023",1
38,NA,NA,"D02_BLANDY_EXP_FARM","BLANDY_EXP_FARM",39.033698,-78.041788,0,"USA",12.14999962,991,"Temperate",1.36,5.583333333,11.05,16.21666667,49.25,30.11666667,-0.619039208,NA,"secondary","mid","Deciduous Forest","agriculture, Casey tree farm is a nursery surrounded by deciduous woodlands","blandy = hay crops and goldenrod (Solidago altissima), Casey Tree Farm, as the name suggests, is a tree nursery with hay fields encompassed by deciduous woodlands of black oak (Quercus velutina), tulip poplar (Liriodendron tulipifera), and pawpaw (Asimina triloba). NEON, 2024, 2024 plots are distributed throughout Deciduous Forest and Pasture Hay NLCD classes","broadleaf","2016-2022",7,0.6,"seasonal",0.5,3,5.047422676,0.96414966,0.160382277,"NEON, 2024","",NA,1.77,5.96,11.04,23.89,22.45,53.66,"NEON et al., 2023",1
39,NA,NA,"D19_CARIBOU-POKER_CREEKS_RESEARCH_WATERSHED","CARIBOU-POKER_CREEKS_RESEARCH_WATERSHED",65.15401,-147.50258,0,"USA",-2.941666603,327,"Boreal",2.116666667,4.7,24.23333333,30.86666667,56.78333333,6.9,1.498155441,90,"late-successional","mid","Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","territory of the Tanana people, some Euro-American logging and resource extraction 1905-1930","Black spruce (Picea mariana), lingonberry (Vaccinium vitis-idaea), and bog Labrador tea (Ledum groenlandicum)","needleleaf","2018-2022",5,5.6,"seasonal",0.5,28,1.487766768,0.128710449,0.079624041,"NEON, 2024","",NA,7.25,4.81,54.55,25.7,11.3,63,"NEON et al., 2023",1
40,NA,NA,"D11_LBJ_NATIONAL_GRASSLAND","LBJ_NATIONAL_GRASSLAND",33.40123,-97.57,0,"USA",17.44583321,871,"Temperate",1.118333333,6.8,13.71666667,41.18333333,22.46666667,16.36666667,0.922786898,70,"late-successional","mid","Deciduous Forest, Grassland/Herbaceous","historically woodland boardered by prairie, European settlers arrived in the 1800s and cleared land for grazing, ranching, cropland. After prolonged drought, US gov. purchased and in 1950s US forest service tasked with restoration","oak-dominated forests and grasslands","broadleaf","2017-2022",5,6.72,"seasonal",0.5,24,2.525374347,0.460246702,0.154154427,"NEON, 2024","",NA,0.64,5.57,6.16,56.52,9.44,34.04,"NEON et al., 2023",1
41,NA,NA,"D19_DELTA_JUNCTION","DELTA_JUNCTION",63.88112,-145.75136,0,"USA",-3.091666698,287,"Boreal",3.675,5.35,23.56666667,33.4,60.45,5.383333333,1.825248139,100,"late-successional","mid","Evergreen Forest, Shrub/Scrub, Woody Wetlands","intensity of anthropogenic disturbance not described (logging and resource exttraction)","scrubby evergreen forest, stunted black spruce (Picea mariana), white spruce (Picea glauca) and American dwarf birch (Betula glandulosa, Betula nana) dominate the canopy","needleleaf","2017-2022",6,7.4,"seasonal",0.5,38,0.275639002,0.005638756,0.020046932,"NEON, 2024","",NA,1.78,5.15,15.7,32.93,8.04,59.03,"NEON et al., 2023",1
42,NA,NA,"D08_DEAD_LAKE","DEAD_LAKE",32.541727,-87.803877,0,"USA",17.77083397,1400,"Temperate",0.965,5.166666667,14.26666667,29.33333333,33.03333333,19.48333333,0.409165127,NA,"secondary","mid","Evergreen Forest, Woody Wetlands","logging, land cleared by European settlers, later river developed for shipping channel, dates and extent of disturbance to forest not described","cypress (Taxodium spp.), black gum (Nyssa sylvatica), shagbark hickory (Carya ovata), oaks, and green ash (Fraxinus pennsylvanica)","broadleaf","2016-2022",7,6.72,"seasonal",0.5,30,5.045211559,0.879101667,0.148388789,"NEON, 2024","",NA,2.44,5.44,20.83,8.65,39.87,51.48,"NEON et al., 2023",1
43,NA,NA,"D07_GREAT_SMOKEY_MTNS_NAT_PARK","GREAT_SMOKEY_MTNS_NAT_PARK",35.68896,-83.50195,0,"USA",12.75833321,1388,"Temperate",1.883333333,5,12.2,32.91666667,44.73333333,23.31666667,0.344810703,90,"late-successional","mid","Deciduous Forest, Evergreen Forest","Designated as a National Park by the U.S. Congress in 1934, prehistoric Paleo Indians, 1880s European settlement and 20th century loggers, severe fire in 2016 affecting some areas in NEON, 2024 sites","yellow poplar (Liriodendron tulipifera), red maple (Acer rubrum), and chestnut oak (Quercus montana)","broadleaf","2016-2022",7,11.2,"seasonal",0.5,41,3.329018424,0.391910928,0.105326087,"NEON, 2024","",NA,3.4,5.41,16.86,55.06,16.02,28.92,"NEON et al., 2023",1
44,NA,NA,"D04_GUANICA_FOREST","GUANICA_FOREST",17.96955,-66.8687,0,"Puerto Rico",25.17499924,1157,"Tropical",2.51,8.1,29.9,21.26666667,33.9,44.88333333,-0.746925629,NA,"secondary","mid","Evergreen Forest","Taino capital, Spanish settlement brought use for pasture, timber, coconut plantation, designated protected area in 1930, hurricane bring periodic disturbance, recently  Irma / Maria in 2017",NA,"broadleaf","2016-2022",7,3.2,"seasonal",0.5,41,3.676061831,0.226458449,0.058028769,"NEON, 2024","",NA,5.8,7.9,36.7,7.7,34.9,57.4,"NEON et al., 2023",1
45,NA,NA,"D01_HARVARD_FOREST","HARVARD_FOREST",42.53691,-72.17265,0,"USA",7.004166603,1102,"Temperate",3.383333333,4.616666667,13.68333333,65.71666667,26.5,5.15,2.546355857,90,"secondary","mid","Deciduous Forest, Evergreen Forest, Mixed Forest, Woody Wetlands","cleared for farming early 18th century, 1907 regeneration began, but logging continued through ~ 1930","red oak (Quercus rubra), red maple (Acer rubrum), and white pine (Pinus strobus)","broadleaf","2016-2022",7,9.6,"seasonal",0.5,43,2.936811717,0.327452849,0.100314433,"NEON, 2024","",NA,4.94,4.78,21.22,60.62,11.32,28.06,"NEON et al., 2023",1
46,NA,NA,"D03_JONES_ECO_RES_CENTER","JONES_ECO_RES_CENTER",31.194839,-84.468623,0,"USA",19.13750076,1353,"Temperate",0.615,5.3,4,79.23333333,10.93333333,7.033333333,2.421736334,100,"secondary","old","Cultivated Crops, Deciduous Forest, Evergreen Forest, Mixed Forest","1920's maintained as  hunting ground before establishment as preserve in 1937, low intensity prescribed fire every 3-4 years","Longleaf pine (Pinus palustris), Southern red oak (Quercus falcata), Darlington oak (Quercus hemisphaerica), and Bluejack oak (Quercus incana)","needleleaf","2016-2022",7,11.48,"seasonal",0.5,49,3.136373333,0.407889951,0.115084552,"NEON, 2024","",NA,0.41,5.48,2.21,84.95,2.9,12.15,"NEON et al., 2023",1
47,NA,NA,"D08_LENOIR_LANDING","LENOIR_LANDING",31.853861,-88.161181,0,"USA",18.14166641,1512,"Temperate",0.786666667,5.016666667,12.15,32.15,38.63333333,13.85,0.842127218,60,"secondary","mid","Deciduous Forest, Woody Wetlands","home to Choctaws until Indian Removal Act, Wildlife Refuge established in 1964,  current management includes some crops and selective logging","cypress (Taxodium spp.), black gum (Nyssa sylvatica), shagbark hickory (Carya ovata), oaks, and green ash (Fraxinus pennsylvanica)","mixed","2017-2022",6,3.08,"seasonal",0.5,11,6.15231749,0.713333131,0.103898839,"NEON, 2024","",NA,1.75,5.22,17.93,44.92,20.95,34.13,"NEON et al., 2023",1
48,NA,NA,"D07_MTN_LAKE_BIO_STATAION","MTN_LAKE_BIO_STATAION",37.378314,-80.524847,0,"USA",8.820833206,1142,"Temperate",2.438333333,4.533333333,20.21666667,43.16666667,34.96666667,15.45,1.027459589,60,"secondary","mid","Deciduous Forest","Crop cultivation and grazing by native americans, logging during late 18th century european settlment, clear cutting common, 1% forest > 150 y old, National Forest established in 1963, continued management for timber harvest","Red maple (Acer rubrum) and white oak (Quercus alba)","broadleaf","2018-2022",5,7.68,"seasonal",0.5,37,4.059383045,0.379718554,0.085539505,"NEON, 2024","",NA,5.75,4.28,32.46,68.86,7.32,23.82,"NEON et al., 2023",1
49,NA,NA,"D13_NIWOT_RIDGE_MOUNTAIN_RESEARACH_ST","NIWOT_RIDGE_MOUNTAIN_RESEARACH_ST",40.05425,-105.58237,0,"USA",-0.091666654,680,"Temperate",1.815,5.183333333,16.4,57.91666667,23.23333333,11.66666667,1.602269423,120,"secondary","old","Evergreen Forest, Grassland/Herbaceous","Clear cut in early 1900s, established as a LTER site in 1980, multiple ecological disturbances throughout history, including stand-replacing fires, episodic insect outbreaks, and occasional wind damage","lodgepole pine (Pinus contorta) and aspen (Populus tremuloides)","mixed","2016-2022",7,1.4,"seasonal",0.5,4,0.996412542,0.030848934,0.030030265,"NEON, 2024","",NA,3.77,5.2,18.16,56.02,12.97,31.01,"NEON et al., 2023",1
